Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:Применение;Characteristics:Аналоги;Characteristics:Материал;Characteristics:d / l;Characteristics:lt;Characteristics:s;Characteristics:k;Characteristics:Привод;Characteristics:dk;Characteristics:lb;Characteristics:XX;Characteristics:1;Characteristics:Диаметр резьбы;Characteristics:L1 (длина кронштейна);Weight;Length;Width;Height;SEO title;SEO descr;SEO keywords;FB title;FB descr
702935272121;;DIN 6912;;Винты;DIN 6912 Винт цилиндрическая низкая голова, с направляющей под ключ;;;https://static.tildacdn.com/stor3566-3430-4433-b236-343634373434/36401854.jpg;0;;;;;VI2kgliVILXADdn1AH1d;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 6912 Винт цилиндрическая низкая голова, с направляющей под ключ;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
150715788961;;DIN 6921;;Винты;DIN 6921 Винт шестигранник, с фланцем;;;https://static.tildacdn.com/stor3730-6266-4661-b131-366233333765/71024237.jpg;0;;;;;kO5bmn6h3IFJ02RvxmRd;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 6921 Винт шестигранник, с фланцем;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
454019241931;;DIN 7984;;Винты;DIN 7984 Винт цилиндрический низкая голова, внутренний шестигранник;;;https://static.tildacdn.com/stor6161-3365-4236-a461-666661326435/55722274.jpg;0;;;;;o5K5Dv1aZC6zJRfP1SDJ;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 7984 Винт цилиндрический низкая голова, внутренний шестигранник;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
272407388641;;DIN 7985;;Винты;DIN 7985 Винт полукруглая голова, форма H,Z;;;https://static.tildacdn.com/stor6336-3035-4564-b231-653531663234/59809732.png;0;;;;;5CloiHDFEKFzC2Kt63ZD;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 7985 Винт полукруглая голова, форма H,Z;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
766884255531;;арт. 9051;;Винты;арт. 9056 Винт полусфера, прямой шлиц;;;https://static.tildacdn.com/stor3832-6561-4534-b634-393937363038/24517113.jpg;0;;;;;OkrLSNg3MMJshnYsfOfb;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить арт. 9056 Винт полусфера, прямой шлиц;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
506773837891;;арт. 9084;;Винты;арт. 9084 Винт полусфера с фланцем, внутренним шестигранником;;Аналог: ИСО 7380-2;https://static.tildacdn.com/stor3366-6531-4231-b538-326365326462/28802149.jpg;0;;;;;C2HnvMGxzHbJ6TTE7G6Z;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить арт. 9084 Винт полусфера с фланцем, внутренним шестигранником;Аналог: ИСО 7380-2A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
248018844011;;арт. 9053;;Винты;арт. 9053 Винт полусфера с внутренним шестигранником;;Аналог: ИСО 7380;https://static.tildacdn.com/stor6330-6130-4334-b763-343965373932/34347026.jpg;0;;;;;33fSURHVis5OhHz8bvsc;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить арт. 9053 Винт полусфера с внутренним шестигранником;Аналог: ИСО 7380A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
607494712381;;DIN 85;;Винты;DIN 85 Винт цилиндрический, прямой шлиц;;;https://static.tildacdn.com/stor6137-3061-4135-a265-366564653161/11968574.jpg;0;;;;;psAMK9nNtklPVipSy1k5;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 85 Винт цилиндрический, прямой шлиц;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
977380696001;;DIN 917;DIN 917;Гайки;DIN 917 Гайка колпачковая низкая;;DIN 917;https://static.tildacdn.com/stor3533-3738-4033-b563-383236636135/94656663.jpg;0;;;;;dC3PAtFv8pHX3gDaFd9s;;;;А2, А4, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 917 Гайка колпачковая низкая;DIN 917А2, А4, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
958184439341;;DIN 935;DIN 935;Гайки;DIN 935 Гайка корончатая;;DIN 935;https://static.tildacdn.com/stor3864-3166-4038-b835-333466643361/61932553.jpg;0;;;;;xoRl8yG6AbcjltjeHj7C;;;;А2, А4, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 935 Гайка корончатая;DIN 935А2, А4, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
207747246051;;DIN 982;DIN 982;Гайки;DIN 982 Гайка самоконтрящаяся (высокая);;DIN 982;https://static.tildacdn.com/stor3935-6338-4464-b364-353637316330/37823362.jpg;0;;;;;Ojv2fDtmIKXkMaHHV6fH;;;;А2, А4, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 982 Гайка самоконтрящаяся (высокая);DIN 982А2, А4, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
618549965121;;DIN 1473;;Штифты;Дин 1473 Штифт цилиндрический,с насечками;;;https://static.tildacdn.com/stor6163-6633-4366-a566-643233613036/13967852.jpg;0;;;;;nMdrMCNUg7zVaixKk7Pm;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить Дин 1473 Штифт цилиндрический,с насечками;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
701851777891;;DIN 1476;;Штифты;Дин 1476 Штифт цилиндрический,с насечками,полусфера;;;https://static.tildacdn.com/stor6435-3133-4366-b436-356335383134/59829556.jpg;0;;;;;LNcpIe28F3aZHDN4ABS2;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить Дин 1476 Штифт цилиндрический,с насечками,полусфера;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
377028273231;;DIN 1481;;Штифты;Дин 1481 Штифт распорный,тяжелое исполнение;;;https://static.tildacdn.com/stor6336-3939-4832-a232-343261323636/94474206.jpg;0;;;;;BVSk084iezIoVj2UR5k0;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить Дин 1481 Штифт распорный,тяжелое исполнение;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
148848262811;;DIN 1587;DIN 1587;Гайки;DIN 1587 Гайка колпачковая,высокая;;DIN 1587;https://static.tildacdn.com/stor3532-6661-4864-b730-666431626164/86854712.png;0;;;;;SlmkRaaeXLYDxu36jkKH;;;;А2, А4, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 1587 Гайка колпачковая,высокая;DIN 1587А2, А4, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
392306104311;;DIN 6796;DIN 6796;Шайбы;DIN 6796 Шайба зажимная,пружинная;;DIN 6796;https://static.tildacdn.com/stor6130-3635-4535-a130-323839363562/92713965.jpg;0;;;;;eI585XmX8vkkTdLI7rx5;;;;А2, А4;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 6796 Шайба зажимная,пружинная;DIN 6796А2, А4 | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
225038231751;;DIN 6797;DIN 6797;Шайбы;DIN 6797 Шайба зубчатая,форма А и J;;DIN 6797;https://static.tildacdn.com/stor3231-3561-4238-a661-393437346261/84480238.jpg;0;;;;;jyPSseOcuM07YD0S57hB;;;;А2, А4;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 6797 Шайба зубчатая,форма А и J;DIN 6797А2, А4 | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
465818779501;;DIN 6798;DIN 6798;Шайбы;DIN 6798 Шайба зубчатая;;DIN 6798;https://static.tildacdn.com/stor6237-3862-4236-b934-656233363539/96611178.jpg;0;;;;;n0ihvfXZsfycXMLBCLfo;;;;А2, А4;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 6798 Шайба зубчатая;DIN 6798А2, А4 | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
312681802331;;DIN 7343;;Штифты;Дин 7343 Штифт пружинный спиральный;;;https://static.tildacdn.com/stor3531-3232-4037-a234-303138396335/31158881.jpg;0;;;;;n5aYgIaYKACHDg6TJlty;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить Дин 7343 Штифт пружинный спиральный;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
116643492101;;DIN 7983;DIN 7983;Саморезы;DIN 7983 Саморез полупотай,остроконечный;;DIN 7983;https://static.tildacdn.com/stor6463-3266-4137-b639-383134663666/47338905.jpg;0;;;;;l3AEhaH7RHnMD6JaRsHZ;;;;А2;;;;;;;;;;;;0;0;0;0;;;;;
769476993681;;Арт 9051;Арт 9051;Саморезы;Арт 9051 Саморез,с внутренним шестигранником;;Арт 9051;https://static.tildacdn.com/stor3132-3331-4865-a465-383065663233/11527070.png;0;;;;;jUulG6gkFU5XVjaPioJn;;;;А2;;;;;;;;;;;;0;0;0;0;;;;;
518956291941;;АРТ 1021;;Заклепки;АРТ 1021 Заклёпка - гайка;;;https://static.tildacdn.com/stor6334-6539-4635-b537-653738376439/95344225.jpg;0;;;;;7n04c77IeaDPfpehRTHb;;Крепление вентилируемых фасадов;;A2;4;;;;;;;;;;;0;0;0;0;;;;;
743964247451;;АРТ 1025;;Заклепки;АРТ 1025 Заклёпка - гайка,стандарт;;;https://static.tildacdn.com/stor6562-6632-4364-b035-643765306662/34659817.jpg;0;;;;;VRrjjBxSJkkbxnTSSbLp;;Крепление вентилируемых фасадов;;A2;4;;;;;;;;;;;0;0;0;0;Август | Купить АРТ 1025 Заклёпка - гайка,стандарт;А2 | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
831529737381;;АРТ 1023;;Заклепки;АРТ 1023 Заклёпка - гайка,потай;;;https://static.tildacdn.com/stor6637-3833-4531-b961-383762353261/71412286.jpg;0;;;;;F888dXmkKxiGSsc3Icoi;;Крепление вентилируемых фасадов;;A2;4;;;;;;;;;;;0;0;0;0;Август | Купить АРТ 1023 Заклёпка - гайка,потай;А2 | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
335597971651;;АРТ 1027;;Заклепки;АРТ 1027 Заклёпка - гайка,потай шестигранник;;;https://static.tildacdn.com/stor6431-3332-4439-b232-613636343238/94043705.jpg;0;;;;;LGNmslcaj6xBV1KfmkRX;;Крепление вентилируемых фасадов;;A2;4;;;;;;;;;;;0;0;0;0;Август | Купить АРТ 1027 Заклёпка - гайка,потай шестигранник;А2 | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
741183050521;;DIN 912;;Винты;DIN 912 Винт цилиндрический с внутренним шестигранником;;;https://static.tildacdn.com/stor3661-3634-4538-a435-383165313065/68734065.jpg;0;;;;;B9Dj3KmlvKtvaKRUyXuZ;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 912 Винт цилиндрический с внутренним шестигранником;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
